landslide_id,longitude,latitude,area_m2,perimeter_m,min_lon,min_lat,max_lon,max_lat,utm_x,utm_y
LS_00377,81.12760776943631,6.917520523071289,2474.25474590602,342.32646236518315,81.12181288751343,6.911729512470465,81.13340279062173,6.92331146416747,514096.88090179715,764632.9521678176
LS_00378,81.13019680976868,6.93525505065918,3263.43336204051,324.430979524556,81.12440164175007,6.92946406670871,81.13599204775524,6.941046079701262,514382.3564500284,766593.5190566008
LS_00380,81.01707663536072,7.044254302978516,3590.8180252110155,242.3036759492877,81.01129020935586,7.038472278211963,81.02288057473517,7.050051513728995,501885.9536914129,778641.0645776202
LS_00382,80.51899562162512,6.828834533691406,84619.18359037623,2929.70349361564,80.51319704063678,6.8230403938264965,80.52479287016685,6.834630458627503,446852.8381984313,754853.7115761922
LS_00383,80.78709506988525,7.496311187744141,177466.49171766776,2926.037861607695,80.78129167450561,7.490519095932947,80.79289875493336,7.502103210840826,476510.10159057844,828620.6310772607
LS_00384,80.778323514895,7.490402221679687,20508.874932044848,708.4282091390158,80.77251988160705,7.484610014904328,80.78412702596546,7.496194352828555,475541.99771265185,827967.8753054223
LS_00387,80.70615339279175,7.487209320068359,384718.77224491554,10886.59326412968,80.70034880642197,7.481416199469075,80.71195770179982,7.493002370963313,467579.03080043016,827619.5688993573
LS_00388,80.73374334971109,7.582000732421875,118463.32178374076,2170.6512590941197,80.72793807169008,7.576207332327671,80.73954887876758,7.587792842942718,470629.5206385538,838096.8484592634
LS_00389,80.74659543255575,7.566495895385742,47847.673798076925,2191.895122360353,80.7407903312464,7.560703271545568,80.75240037800054,7.5722884458280815,472046.22977699153,836381.9344837954
LS_00391,80.73427402973175,7.562740325927734,7750.712239658404,422.5175512949628,80.72846875734805,7.5569475482458,80.74007901740039,7.568533037543607,470686.7584563285,835967.5654525413
LS_00392,80.720205783844,7.558691024780273,17643.63764838319,776.5222973372992,80.71440032192443,7.552898272515617,80.7260108311294,7.564484120540275,469134.5374714306,835520.885369011
LS_00394,80.5287234817726,7.698383331298828,88943.62388776592,1877.678971020025,80.52291256142931,7.69258637731389,80.53453191492054,7.704177215510581,448027.6865789649,850982.5350829217
LS_00395,80.52746987342834,7.691951751708984,51322.81606996315,1216.2924904273025,80.52166078031044,7.68615628785068,80.5332799799887,7.697747150684692,447888.6505455263,850271.6533514861
LS_00398,80.53521728515625,7.70665168762207,10172.17492725198,627.5182432250939,80.52940628310468,7.700856315474905,80.54102570999733,7.712446997647865,448744.8315997148,851895.8472868437
LS_00399,80.522237385111,7.702453226025369,22317.54298343853,948.7030656565096,80.51642745270097,7.696657688671099,80.52804708894313,7.708248696092033,447312.8874324164,851433.2706289914
LS_00406,80.51782274246216,7.692764282226562,4826.220264504468,502.3605892024689,80.51201312379203,7.686968526579364,80.52363259213688,7.698559634935058,446824.8271527298,850362.6680791772
LS_00408,80.51663139106137,7.723439294006633,12434.811508979396,488.176910309068,80.51082114933199,7.717643671480711,80.52244153637979,7.729234845281775,446697.27767124237,853754.0564416001
LS_00410,80.78383135795593,7.517913818359375,11198.224375023285,659.9075116892275,80.77802737010728,7.5121216792897885,80.78963512355591,7.523705882730098,476151.1902921776,831008.9725885655
LS_00411,80.77731394767761,7.525936126708984,11366.905810653336,528.6531501920933,80.7715090491301,7.520143902473348,80.78311718963455,7.531728275192496,475432.6046257614,831896.1981022028
LS_00412,80.77090573310852,7.534248352050781,19514.25289052489,816.8686131566109,80.76510128506393,7.528456045389832,80.77670981818477,7.54004058483773,474726.1090002961,832815.4794174231
LS_00413,80.73470843279803,7.550577163696289,19720.93386609673,1128.2687587236962,80.72890359019361,7.54478418440276,80.74051350295068,7.556369657707577,470733.86067949585,834622.8938348739
LS_00414,80.76038551330566,7.561759948730469,6261.322188104463,397.1971420620866,80.75458048489484,7.555967332167918,80.76619004543963,7.567552150117593,473567.17299276055,835857.5127127476
LS_00415,80.76023533765007,7.546304702758789,5732.321401438081,368.23471922939626,80.754430807942,7.540512115615343,80.76603994681975,7.552096932646676,473549.6664901143,834148.9417490553
LS_00418,80.75083995395237,7.551637649536133,9009.320182700749,480.3343826287714,80.74503523004574,7.54584508446652,80.7566447575376,7.557430144512887,472513.5180972885,834739.0809701623
